text,covid_stats,vaccination,covid_politics,humour,lockdown,civic_views,life_during_pandemic,covid_waves_and_variants
कोरोना सङ्क्रमणको मामिलाले गर्दा अष्ट्रेलिया र वेष्ट इण्डिजबीच दोस्रो वनडे स्थगित,0,0,0,0,0,0,0,0
खोप तालिका संशोधन गर्नुपर्नेमा अर्थमन्त्रीको जोडः बजेटको कमी हुन नदिने प्रतिवद्धता,0,1,1,0,0,0,0,0
खोप लगाउनु पर्ने थियो आफ्नो मान्छे कोइ भएन 🙄,0,1,0,1,0,0,0,0
यस्तो हुनेछ चार प्रकारको स्मार्ट लकडाउन (कार्यविधिसहित),0,0,0,0,1,0,0,0
रमाईलो चाहिने भै सको । जैले जता पनि कोरोना भनेर,0,0,0,1,0,0,0,0
चीनबाट आइपुग्यो ४४ लाख डोज कोरोनाविरुद्धको भेरोसेल खोप,0,1,1,0,0,0,0,0
अस्ट्रेलियाको न्यूसाउथवेल्समा लकडाउन अवधि एक महिना थप #lockdowninaustralia #latestnews #newsnepal #24hrnews,0,0,0,0,1,0,0,0
नेपालमा कोरोना फैलाउने मुख्य भूमिका नेपालको राजनीतिक दल र मुख्यतः शीर्ष नेताको अनुशासनहीन गतिबितिबाट हो।नेपाल खुल्ला खोप निमुखा बाहेकलाई। कोरोना दैनिक ३००० को हाराहारी।,1,1,0,0,0,1,0,0
हाल कोभिड-१९ बाट संक्रमित व्यक्तिहरूले कोभिड-१९ बिरूद्ध खोप लगाउने कि नलगाउने ? कोभिड - १९ बाट संक्रमणमुक्त भएको एक महिना पछि खोप लगाउनुहोस् । #staysafe #vaccineswork #covid19 #combatcovid19 #healthforall #sdg #sgd3 #who #whonepal,0,1,0,0,0,0,0,0
साउन ६ गतेदेखि खोप लिन नियमित रूपमा जहाज चीन जाने,0,1,0,0,0,0,0,0
कोरोना नेपाल बाट भाग्नै आँट्यो भन्छन् अब त,0,0,0,1,0,0,0,0
जपानले दिएको कोरोनाविरुद्धको खोप शनिबार काठमाडौं आइपुग्ने,0,1,1,0,0,0,0,0
"परराष्ट्र मन्त्रालय को कन्सुलर बिभाग जस्तो झुर तोरि बिभाग कतै छैन होला, र एउटा अर्को समस्या थपियो, क्यु आर कोड सहितको खोप प्रमाणपत्र, अझ संघीयता संघीयता भन्दै उफ्रीन्छन चुतिया जमात, स्थानीय सरकार बाटै यी सेवा पाउनु पर्ने हो!",0,1,1,0,0,1,0,0
लकडाउन अवधिको घर भाडा बरारबरको कर छुट दिन मोबाइल व्यवसायीको माग,0,0,0,0,1,0,1,0
न्युजिल्यान्डमा डेल्टा भरियन्ट देखिएपछि कडा लकडाउन,0,0,0,0,1,0,0,1
कागेश्वरीमा घुम्ती टोलीमार्फत कोरोना खोप लगाईने:: नेपाल रैबार – समय र खबर,0,1,1,0,0,0,0,0
यो देशमा कोरोनाको एक मात्र केस आउँदा लकडाउन लगाइएको थियो,0,0,0,0,1,1,0,0
उपत्यकामा कोरोना संक्रमण बढेसँगै निषेधाज्ञा कडाइ गर्ने तयारी,1,0,0,0,1,0,0,0
ज्यानमारा खाओबादी देखेर कोरोना पनि १० हात पर भाग्छ ! त्यो पर्दैन !,0,0,0,1,0,0,0,0
"hey everyone , good evening हामी सबै लाई थाहा छ कि गत वर्ष देखि हाल सम्म पनि अत्यधिक मात्रा मा कोरोना वायरस को चाप बढी रहेका साथ साथै गत बर्ष त झन बाढी पहिरो पनि बढी रहेको हुनाले हामिले नियम कानून न तोड़दै अझै पनि बिना लापरवाही गरेर मास्क र सेनीटाईजर् प्रयोग गर्न न छोड़औ",0,0,0,0,0,0,0,0
धरानमा भदौ ४ गतेदेखि लकडाउन,0,0,0,0,1,0,0,0
सरकारले नेपालमा खोप उत्पादन गर्न चाहने कम्पनीलाई अनुमति प्रदान गर्ने निर्णय गरेको छ ।,0,1,1,0,0,0,0,0
"२४ घण्टामा ३ हजार ४२१ संक्रमित थपिए, १ हजार ६८६ संक्रमणमुक्त",1,0,0,0,0,0,0,0
"काँग्रेस केन्द्रीय समिति बैठकमा कालो मास्क प्रतिबन्ध, मोबाइलबाट फोटो खिच्न नपाइने हामी पनि ओली पथमा लम्कदै छौ भन्ने सन्देश दिन खोजेको हो कांग्रेसले ??",0,0,1,0,0,1,0,0
हजका क्रममा कोभिड सङ्क्रमण नभएको साउदी सरकारको जानकारी #hamrakura,0,0,0,0,0,0,0,0
मुक्तक बाहिर हुरी बतास अनि परेको निरन्तर झरी छ कोरोना अझै बढछकि भन्ने आशंका मनभरी छ कामधन्दा नचल्दा पीडामा छन मानिसहरू सबै अर्को लहर आए यिन्लाई बांच्ने हो कसोगरी छ एस आर मंजरी ओली,0,0,0,0,0,1,0,1
कति थपिए आज कोरोना संक्रमित ? - अन्नपूर्ण टाइम्स,0,0,0,0,0,0,0,0
मैले कोरोना टेस्ट गर्दा २००० तिरेको कस्ले भनो निसुल्क..???,0,0,0,0,0,0,0,0
कोरोना उपचार र नियन्त्रणलाई प्रभावकारी बनाउन प्रधानमन्त्रीको निर्देशन,0,0,1,0,0,0,0,0
काठमाडौँ उपत्यकामा थपिए ६१३ जना संक्रमित,1,0,0,0,0,0,0,0
सन् २०२० मा २ करोड ३० लाख बालबालिका आधारभूत खोप लिनबाट बन्चित,0,1,0,0,0,0,0,0
टोक्यो ओलम्पिक : उद्घाटन हुनै दिन नै ३ खेलाडीसहित १९ जनामा कोरोना पुष्टि,0,0,0,0,0,0,0,0
"थप १,६८६ जना कोरोनामुक्त, ३,४२१ संक्रमित",1,0,0,0,0,0,0,0
कोरोनाको खतरा टरेको छैन । हामी नागरिक आफै सुरक्षित हुनु आवश्यक छ । सरकारले त राती ८ बजे पछि मात्रै कोरोना सर्ने देखेको रहेछ । के जिनिस खाँदा यस्ता बकम्फुसे आइडिया निस्कन्छ तोइट !!! #राती_८_बजेपछि_सवारी_साधन_चलाउन_नपाइने,0,0,0,1,1,0,1,0
"अष्ट्रलियामा बढ्यो कोभिड संक्रमण, सिड्नीमा एक महिना थपियो लकडाउन",0,0,0,0,1,0,0,1
पदभार ग्रहणपछि स्वास्थ्यराज्यमन्त्री श्रेष्ठले भने- गरिब जनतालाई कोरोना खोपको व्यवस्था मिलाउँछु #nepalpress,0,1,1,0,0,0,0,0
नेपाल स्काउट गोकर्णेश्वर नगर समितिको आयोजनामा ७ दिने कोभिड विरुद्वको चेतनामूलक कार्यक्रमसहित हेल्प डेस्क सञ्चालन हुँदै आइरहेको छ। #dekhapadhi,0,0,1,0,0,0,0,0
अहिलेको अवस्थामा परीक्षा सञ्चालन गर्नु भनेको आगोमा मटितेल छर्किनु समान हुन सक्छ । यो समयमा भौतिक उपस्थितिमा हुन लागेका neb र tu ko परीक्षाले व्यवस्थापनको मनसाय कोरोना को तेस्रो लहर भित्र्याउने नै हो जस्तो लाग्छ । #canceltuexams #cancelnebexams,0,0,0,0,0,1,1,1
कोरोना झैँ प्रतिगमनको पनि नयाँ भेरियन्ट आउन सक्‍छ : बाबुराम भट्टराई,0,0,0,0,0,0,0,0
दक्षिण कोरियामा कोरोनाको नयाँ भेरियन्ट डेल्टा देखिएसँगै यहाँ पछिल्लो केही सातादेखि कोरोना भाइरस संक्रमण चौथो लहरमा प्रवेश,0,0,0,0,0,0,0,1
यसले गर्दा दाता राष्ट्रहरुबीच श्रीलंकामाथि अविश्वास पैदा गर्दछ l ठिक त्यसैबेला विश्वमा कोभिड महामारी शुरु हुन्छ र विश्वनै लकडाउनमा जानुपर्ने अवस्था उत्पन्न हुन्छ l श्रीलंकामा पनि कोभिड सङ्क्रमण फैलिदै गएपछि लकडाउनमा जानुपर्ने अवस्था आउछ र सरकारले लकडाउन घोषणा गर्दछ l ++,0,0,0,0,1,0,1,0
अचम्म भो असार सकिन बित्तिकै ??? कोरोना पनि tax सङ्ग चाहिँ डराउछ क्यारे !,0,0,0,1,0,0,0,0
देउबा प्रधानमन्त्री हुनेबित्तिकै चीन द्वारा थप १६ लाख खोप अनुदान ।👏 अब औरिकालाइ पनि फेरि मागुम अनुदान।,0,0,1,0,0,0,0,0
कस्तो अचम्मको भाईरस हो मिति तोकेरै आउदो रैछ 🤔 भ्याक्सिन छिटो बिकाउन परो !!!,0,1,0,1,0,1,0,0
"मन्त्रीहरु पनि आफ्ना भरौटे हरु को लागी त सर्ब शुलभ नै भएका रैछन् ।। कोरोना त लुतो जस्तो भैसकेछ ! एउटा भरौटेको घरमा खसी काटेर आफ्नो दाजु मन्त्री बनेकोमा पार्टी चलेको रैछ, त्यहीँ देखेको यस्तो दृश्य😂😂",0,0,1,1,0,1,0,0
बजार दशैँ तिहारको बेला भन्दा बढी भिड छ 🙄🙄🧐 साच्चिकै कोरोना त त्यही भिडमा च्यापिएरै मर्छ होला,0,0,0,1,0,0,1,0
९३ हजार बढीले लगाए कोरोनाविरुद्धको खोप #news #koronavirues,0,1,0,0,0,0,0,0
कोरोनाको संक्रमण बढे लगत्तै आज सुचना आएको छ है।,0,0,0,0,0,1,1,1
कोरोना वारयस सुरक्षा जनजागुती पटनाटक मुहिम,0,0,0,0,0,0,0,0
चीनबाट ल्याएकाे ४४ लाख डोज खोप ४ असाेजदेखि लगाइने - sutra news:,0,1,1,0,0,0,0,0
प्रमुख प्राथमिकता खोप : स्वास्थ्यराज्यमन्त्री श्रेष्ठ,0,1,1,0,0,0,0,0
डेल्टा भन्दै थिए तर्सेकी नाम सुन्दा🤪,0,0,0,1,0,0,0,1
"बेलायतमा फेरि बढे कोरोना सङ्क्रमित, अमेरिकामा स्वास्थ्य मापदण्डमा कडाई",1,0,0,0,0,0,0,0
एकतिहाइ नागरिकलाई असोजभित्र र चैतसम्म सबैलाई खोप उपलब्ध गराउने प्रधानमन्त्रीको घोषणा #nmbnews,0,1,1,0,0,0,0,0
जोनसन खोप लगाएको २ हप्तापछि शरीरमा कोरोना भाइरसविरुद्ध एन्टिबडी तयार हुन्छ भने भेरोसेल खोपको दोस्रो मात्रा लगाएको २ हप्तापछि एन्टिबडी तयार हुन्छ ।,0,1,0,0,0,0,0,0
"समाचार मा कहिँ कतै आयको छैन तर ! अब फेरी लकडाउन हुन्छ भन्ने फ्याट्टफुट्ट हल्ला आउन थालेको छ, वास्तविकता के होला ? के लकडाउन हुन्छ, कहिले देखि हुन्छ ? कसैलाई केहि जानकारी भय झटारो हान्दिम त🙏please🙏",0,0,0,0,1,1,0,0
"फेरि बढ्यो कोरोना संक्रमण,बेड छैन,भुँईमै उपचार - jana aastha news online",1,0,0,0,0,0,1,0
दुग्ध व्यवसायमा संलग्नलाई खोप दिन सरकारसँग माग,0,1,0,0,0,0,0,0
अबको तीन घण्टामा सात दिने लकडाउन शुरु। 😪,0,0,0,0,1,0,0,0
गाउँ बस्तीहरुमा ब्यक्तिगत स्वास्थ्य सुरक्षा सम्बन्धि हुने हेलचेक्राइँले कोरोना संक्रमण भयावह बन्दैछ । स्थानीय तहले विशेष कार्यक्रम संचालन गर्नुपर्ने देखियो ।,0,0,1,0,0,0,0,0
"कोरोना अझै ""बादर र भेडामा"" सरिसकेको छैन ! आत्तिनु पर्दैन ! राजनेता",0,0,0,1,0,0,0,0
"ठमेल कोरोना महामारीका कारण सुनसान, पर्यटन व्यवसाय झनै चौपट",0,0,0,0,0,0,1,0
"कोरोना र माकुने उस्तै हुन! अब सिद्धियो,अब गयो भन्यो झनै फर्केर आम्छ बा!",0,0,0,1,0,0,0,0
"एउटा सुझाव चाहिँ के दिन मनलाग्यो भने, खोपकेन्द्रमा खोप लगाउने जनशक्ति थप गरि एउटै केन्द्रमा पनि ४-५ वटा टेवलबाट खोपलगाउन सके बृद्दबृद्दाहरू लामो समय लाईनमा बस्नु पर्ने र घाम वा पानीमा रूज्नु पर्ने थिएन। तर थप जनशक्तिको ब्यवस्थापन कति सम्भव छ थाहा भएन। जयहोस् ।",0,1,1,0,0,0,0,0
"थप २२३७ जनामा कारोनाभाइरस संक्रमण पुष्टि, १८ को मृत्यु",1,0,0,0,0,0,0,0
माकुने का डेल्टा भेरियन्ट बार्दली बा मा सङ्क्रमित भएछन ...!!🤣,0,0,0,1,0,0,0,1
"ब्राजिलमा झन् बढ्यो कोरोना, एकै दिन एक लाखभन्दा बढी संक्रमित #kharibot",1,0,0,0,0,0,0,0
कोरोना महामारीबीच आजदेखि सुरु हुँदै खेलकुदको महाकुम्भ ‘टोकियो ओलम्पिक’ #aayomail,0,0,0,0,0,0,0,0
ब्रेभ नेफोलिज् ;)) एलमोस्ट ९०% अफ द टोटल पपुलेसन नट वेरिङ मास्क !!,0,0,0,0,0,0,0,0
"भरखरै आउदै गरेका समाचार:- -बाँकेमा कोरोना संक्रमण नियन्त्रणबाहिर। -भेरीमा सङ्क्रमित बिरामीका लागि शय्या अभाव। -संक्रमितले भरिँदै सेती प्रादेशिक अस्पताल। -नाकामा सतर्कता फितलो, हटस्पट बन्दै पर्सा। -कोरोनाको दोस्रो लहरले कर्णाली प्रभावित। -संक्रमण बढेपछि बल्ल परीक्षण बढाउँदै सरकार।",0,0,0,0,0,0,0,1
कोरोना भाइरसका कारण मृत्यु हुनेको सङ्ख्या ९ हजार नाघ्यो,1,0,0,0,0,0,0,0
सब व्यापार हो पस्चिमी मुलुकको केइ छैन कोभिड सोभिड गोलिमार,0,0,0,0,0,0,0,0
"संक्रमण दर फेरि बढ्यो, निषेधाज्ञा गर्नेबारे छलफल",1,0,0,0,1,0,0,0
प्रतिगमनको नयाँ भेरियन्ट लुम्बिनीबाट ध्वस्त ।,0,0,0,0,0,0,0,1
लाग्छ कि देशबाट कोरोना पुरै हटिस्यो...!!!,0,0,0,0,0,1,0,0
'डेल्टा भेरिएन्ट' को संक्रमण दर उच्च र अलि घातक समेत हुन सक्ने जनस्वास्थ्य विज्ञहरुको राय आईरहेको सन्दर्भमा भौतिक उपस्थितीको tu को परीक्षा स्थगित गरियोस वा वैकल्पिक उपाय अपनाइयोस। मानसिक तनावका बिच परीक्षा लिनु मानविय हिसाबले पनि जायज होईन। #canceltuexams,0,0,0,0,0,1,0,1
चीनमा पुनः भेटिए कोरोना सङ्क्रमित,1,0,0,0,0,0,0,0
सबै जिल्लाहरूको स्थिति उस्तै छ कहीँपनी टेस्टिङ लाई प्रमोट गरेको देखिँदैन अब नेपालीहरु आफैं हर्ड इम्युनिटि तिर जाने प्रण गरिरहेका छन् सहरतिर भिड भाड बढी गाउँतिर मास्क नै नलगाउने,0,0,0,0,0,1,1,0
देउवा सरकार बनेको दुई हप्ता नाघिसक्दा पनि अहिले सम्म न मन्त्रीमण्डल गठन हुन सकेको छ। न कोरोना महामारी रोक्नको लागि कुनै योजना बनेको छ। न त अर्थतन्त्रको बारेमा नै! सिर्फ अपराधीलाई कसरी उन्मुक्ती दिन सकिन्छ? भन्ने विषयमा मात्र तल्लिन रहेको छ। यसरी त राम राज्य नै नआउने भो।,0,0,1,0,0,1,0,0
शेरेको स्वर्णयुगमा भ्याक्सिन बेपारीको हातां पो जाने हो ? 🤔🤔🤔,0,1,1,1,0,0,0,0
कोरोना जस्तो छिन छिन मा अरुमा सर्ने माया नदेउन मलाई !! #माया🙄😣,0,0,0,1,0,0,0,0
अर्घाखाँचीमा कोरोना संक्रमण समुदायमा फैलिएपछि निषेधाज्ञामा कडाइ,0,0,0,0,1,0,0,0
कोभिड-१९ कारण त्रिदेशीय शृंखला रोकिएपछि राष्ट्रिय क्रिकेट टोलीको बन्द प्रशिक्षण पनि स्थगित गरिएको छ।,0,0,0,0,0,0,0,0
दीर्घ कोभिड के कारणले हुन्छ ? #news #koronavirues,0,0,0,0,0,1,0,0
ओली को सासन काल मा जता पनि देबता हरु ईश्वर शंकर राम बिष्णु बिध्या देबि जस्ता को बास छ गोकुल धाम जस्तो त राजधानि नै भै सक्यो नेपाली को घर मा चुलो बल्यो कि बलेन हेरेर मात्र खाने बानि छ अनि कम्युनिस्ट भाइबहिनी हरु कोरोना को महामारी मा रोड मा ननिस्केर मन्दिर मा घन्टा बजाउन जान्छ्न त,0,0,1,0,0,1,0,1
अब ४ अस्पतालबाट खोप प्रमाणीकरण दिइने,0,1,0,0,0,0,0,0
"मुलुकभर थप २९०५ जनामा कोरोना पुष्टि, १८ को मृत्यु",1,0,0,0,0,0,0,0
कोरोना संक्रमणकै बीच बाढीपहिरोसमेत थपिएपछि सिन्धुपाल्चोकमा पर्यटकीय चहलपहल ठप्प बनेको छ ।,0,0,0,0,0,0,1,0
"कोभिड–१९ को खोप आपूर्ति, भण्डारण र वितरण सम्बन्धमा साउन ८ गते जिल्ला जनस्वास्थ्य कार्यालय धनुषाका निमित्त कार्यालय प्रमुख सुरेश यादवसँग छलफल गर्दै इन्सेक प्रदेश २ प्रमुख राजु पासवान र राष्ट्रिय मानव अधिकार आयोगकी मानव अधिकार अधिकृत मनमाया राना मगर । फोटोः इन्सेक प्रदेश २ कार्यालय",0,1,0,0,0,0,0,0
"कोरोना भाइरसको नयाँ ‘म्यु’ भेरिअन्ट, डब्लुएचओले थाल्यो निगरानी",0,0,0,0,0,0,0,1
पायाल्स फुकेरै निको पार्ने कोरोना हप्काएरै भगाउने आफु चर्चतिर मजाले घुम्नि अरुले दुध चढाउदा टाउको दुख्ने फेरि नेपालको सप्तकोषि र पशुपतिनाथ तिर दुध पोखेको हैन भारत तिर हो उहिले उहिले लुक्ने ठॉउ😂😂,0,0,0,1,0,0,0,0
"कास्कीमा निषेधाज्ञामा कडाई, सवारी साधनमा जोर-बिजोर लागू",0,0,0,0,1,0,0,0
एकदमै तिर्खा लाग्नु पनि कोभिड १९ को लक्षण रहेछ। 😳,0,0,0,0,0,0,0,0
गोजीमा मास्क राखी नाकै ठोसिने गरि गफमा व्यस्त जमातलाई त जरिवाना मात्र हैन कान समातेर उठवस गर्ने नियम पनि ल्याउन आवश्यक भै सक्यो ।,0,0,0,0,0,1,0,0
पछिल्लो साता नेपालमा कोरोना भाइरसको संक्रमण पुनः बढेको छ। #dekhapadhi,0,0,0,0,0,0,0,1
नयाँ भेरियन्ट कतिको घातक होला ? उत्परिवर्तन सामान्य कुरा हो तर यो संक्रामक पनि हुन सक्छ: विज्ञ,0,0,0,0,0,0,0,1
"खगेन्द्र सर जनता बाढी पहिरो कोरोना महामारी को बेला दुख,पिडा मर्का मा पर्दा बोल्नु हुदैन। कुनै दल को नजिक भएर जब जब बिदेशी को लगानी डुब्न थाल्छ तब लेख्न बोल्न थाल्नु हुन्छ ।विकल्प न लागे नागरिक समाज को नामलिएर सडक मा आउनु हुन्छ ।",0,0,1,0,0,1,1,0
"थपिँदै कोभिड भेरियन्ट, नेपालमा ‘अल्फा’ को मात्र परीक्षण सम्भव",0,0,0,0,0,0,0,1
आगामी चैत महिनासम्म देशभर सबै जनसंख्यालाई खोप पुर्‍याइसक्ने सम्माननीय प्रधानमन्त्री शेरबहादुर देउवाज्यूको नेतृत्वको सरकारको प्रतिवद्धता छ । 2/2,0,1,1,0,0,0,0,0
२४ घण्टामा २ हजार २३७ कोरोना संक्रमित थपिए,1,0,0,0,0,0,0,0
सरकारले चीनबाट खरिद गरेको ४४ लाख डोज कोरोना विरुद्धको भेरोसेल खोप आगामी बिहीबार नेपाल आइपुग्ने भएको छ।,0,1,1,0,0,0,0,0
"कोभिड १९ को खोप आपूर्ति, भण्डारण र वितरणबारे अनुगमन – इन्सेक",0,1,0,0,0,0,0,0
"पछिल्लो २४ घण्टामा २०१६ जनामा कोरोना संक्रमण, ३० जनाको मृत्यु",1,0,0,0,0,0,0,0
"लखर-लखर नहिंड्नुस, ठाउँको ठाउँ कोरोना परिक्षण",0,0,0,0,0,1,1,0
गत २४ घण्टाभित्र नेपालमा थप दुई हजार ५० जना संक्रमितले कोरोना भाइरसलाई जितेका छन्।,1,0,0,0,0,0,0,0
चीनले पछ्ल्लो पटक दिएको १६ लाख खोप बाहेक ओली सरकारले १ करोड २६ लाख खोप सुनिस्चित गरेर जादा समेत देउबाले खोप् लाउने ब्यवास्थ्पन गर्न सकेनन ? ३ बजे लाइनमा लागेका लाइ खोप सकियो भन्दै कर्कर्यता लाइ ? को बोल्ने ?,0,1,1,0,0,1,0,0
"एकै दिन ३,११४ जनामा कोरोना संक्रमण, १६ जनाको मृत्यु",1,0,0,0,0,0,0,0
यी खोप प्राप्त र सुनिस्चिता ओलीले गरेको थिए! जुन अभियान अहिले जारी छ अब देउवा सरकारले खोपको लागि थप पहल गर्नु पर्नेछ!,0,1,1,0,0,0,0,0
"त्यसै त पातलो ज्यान झन कोरोना लाग्यो अहिले त हट्टी मात्रै बाँकी छ सयग्राम चामल भए ४छाकलाई पुग्छ,अहिलेलाई अरुले खाएको हेरेरै चित्त बुझाउने हो!",0,0,0,1,0,0,0,0
खोप केन्द्रको संख्यामा वृद्धि गर्न प्रधानमन्त्री देउवाको निर्देशन,0,1,1,0,0,0,0,0
मकवानपुरको थाहा नगरपालिकामा अझै कोभिड १९ सङ्क्रमण दर घटेको छैन । नगरस्तरीय कोरोना रोकथाम तथा नियन्त्रण समितिले जति प्रयास गर्दा पनि कोरोना सङ्क्रमणदरमा कमी नआएको नगरप्रमुख लवशेर विष्टले बताए,0,0,0,0,0,0,0,0
वीर अस्पतालका दुई कर्मचारीलाई कोभिड खोपमा अनियमितता गरेको आरोप,0,1,0,0,0,0,0,0
कोरोना खोपको उपलब्धतामा राजनीति,0,1,0,0,0,0,0,0
लगानी कोषले पर्यटन क्षेत्रका लागि कोभिड प्रभावित बिशेष सापटी सेवा दिने,0,0,0,0,0,0,0,0
"बाबुराम प्रतिगमनको दोस्रो भेरियन्ट आउन सक्छ भन्दै छन,रामचन्द्र पौडेल देउबालाइ असफल ब्यक्ति बारबार सत्तामा जानू गलत हो भन्दै छन।कुन दिन प्रचण्ड,माकुने,उपेन्द्र पनि अब देउवा अती गरे भन्छन र देशलाइ early election मा लैजान्छन।त्यो बेला चै प्रतिगमन हुन्छ कि अग्रगमन हुन्छ हेर्न बाकी छ।",0,0,1,0,0,1,0,1
"अमेरिकामा कोभिड बढेपछि थप कडाई, सबै कर्मचारीले हरेक साता अनिवार्य कोभिड परीक्षण गर्नुपर्ने #news #purbeli #udayapur",0,0,0,0,1,0,1,0
"डेढ करोड भन्दा धेरै नागरिकलाई पुग्ने कोभिड १९ विरुद्धको खोप अघिल्लो सरकारले व्यवस्थापन गरेपनि थप एक करोडको हाराहारीमा खोप व्यवस्थापन गर्ने महत्त्वपूर्ण अवसर हालको सरकारसँग पनि छ । महिनादिन यता नयाँ खोप थपिएकोबारे कतै जानकारी भए पाऊँ न हजुर ! थपिएको छ भने, धेरै धेरै धन्यवाद छ ।",0,1,1,0,0,1,0,0
बकर इदपछि बंगलादेशमा १४ दिन देशव्यापी लकडाउन,0,0,0,0,1,0,0,0
असोजभित्र सबै नेपालीका लागि खोप लगाउन अर्थमन्त्री र स्वास्थ्य राज्यमन्त्रीबीच समझदारी – bikashnews,0,1,1,0,0,0,0,0
"उमेशजी १. तु. स्थानीय निकायलाई सिधै खोप दिने २‌. जो जो आउँछन् सबलाई लगाउने भन्ने ३. जम्मा डेढ करोडलाई मात्र लगाउनु पर्छ, तीनकरोड भनेर नआत्तिने ४. निजीलाई खोप ल्याउन नदिने ५. भारत र चीनसँग थप किन्न कूटनीतिक हारगुहार गर्ने ६. भातृ संगठन उपयोग गर्ने सम्भव छ, सकिन्छ!🙏",0,1,1,0,0,1,0,0
काँग्रेस नेता वेदु गिरीको कोरोना संक्रमणका कारण मृत्यु,0,0,0,0,0,0,1,0
"काठमाडौँ महानगरमा कोरोना संक्रमणदर १५ प्रतिशतमा झर्यो, यस्तो छ हालसम्मको तथ्यांक - sutra news:",1,0,0,0,0,0,0,0
"यदि यो fifthterm पनि तपाईँका first, second, third &amp; fourth जस्तै झुर नबनाउने मन छ भने सबैभन्दा पहिले यो ट्विट गर्नेलाई अन्तै जागीर दिनूस् अनि गफभन्दा कामको प्रत्याभूति गराउनूस्! गफले नै त ओलीजीले पनि तीनमहिनाभित्र सप्पैलाई खोप लाइदिएकै थिए नि।",0,0,1,1,0,0,0,0
सार्वजनिक महत्त्वका सूचना र जानकारीहरू सरकारको आधिकारिक सोसल मिडियाबाट सम्प्रेषण गर्दा पत्रिकालाई दिएभन्दा हजार गुणा बढी प्रभावकारी हुनेछ ।,0,0,0,0,0,0,0,0
"कोभिड नेपाल: झन्डै २३ सय जनामा कोरोना भाइरस, ४६ सङ्क्रमितको मृत्यु",1,0,0,0,0,0,0,0
