text,covid_stats,vaccination,covid_politics,humour,lockdown,civic_views,life_during_pandemic,covid_waves_and_variants
"नेपालमा थप २७१४ जनामा कोरोना पुष्टि, २४ को मृत्यु",1,0,0,0,0,0,0,0
कोरोना संक्रमित बढेसँगै अक्सिजन ग्यास अभाव हुने चिन्ता,0,0,0,0,0,0,1,1
एस्ट्राजेनेका र फाइजरको खोप 'मिक्स' गरेर लगाउँदा ६ गुणा बढी प्रभावकारी #hamrakura,0,1,0,0,0,0,0,0
कोरोना संक्रमितको संख्या बुधबार ह्वात्तै बढ्यो - dainik nepal,0,0,0,0,0,0,0,1
राष्ट्रियसभाको बैठक किसानका मुद्दा र कोरोना खोपमा केन्द्रित,0,1,1,0,0,0,0,0
"उपत्यकामा २४ घण्टामा ९९९ संक्रमित थपिए, सक्रिय संक्रमित कति छन् ? #kharibot",1,0,0,0,0,0,0,0
चीनबाट आइपुग्यो ४४ लाख डोज भेरोसेल खोप | nepali health,0,1,1,0,0,0,0,0
अमेरिकी कोरोना खोप लगाएका २८ जनाको मृत्यु भएपछि दक्षिण अफ्रिकामा अनुसन्धान शुरु,0,1,1,0,0,0,0,0
१ हजार ६८६ जना संक्रमण मुक्त,1,0,0,0,0,0,0,0
असोजदेखि कोरोना महामारीको तेस्रो लहर आउन सक्ने सरकारको चेतावनी,0,0,0,0,0,0,0,1
नेपालमा पछिल्लो २४ घण्टामा थप दुई हजार ६७६ जनामा कोरोना भाइरस सङ्क्रमण पुष्टि भएको छ ।,1,0,0,0,0,0,0,0
"prasta khabar-२२३७ जनामा कोरोना संक्रमण, १८ को मृत्यु",1,0,0,0,0,0,0,0
"अनाबश्यक शक्ति प्रदर्शन। उत्तेजना उब्जाउने/निम्त्याउने राजनीति। असामयिक डम्फू- १. कोरोना महामारी चम्केको बेला भीड गरेकाले, र २. भर्खर सत्ताबाट बिस्थापित नेता/दल/शक्तिले आफु सत्तामा जान गर्ने/देखाउने दबाबमुलक हर्कत जस्तो लाग्ने हुँदा",0,0,0,0,0,1,0,0
सरकारको पहिलो प्राथमिकता कोराना विरुद्धको खोप : स्वास्थ्य राज्यमन्त्री श्रेष्ठ #umeshshrestha #latestnews #newsnepal #24hrnews,0,1,0,0,0,0,0,0
यो त मास्क लगाउनका लागी भन्दा मास्क खोलौं! नलगाऔ!! अभियान जस्तो छ!😂😂😂,0,0,0,1,0,0,0,0
चीनद्वारा थप १६ लाख डोज खोप अनुदानमा उपलब्ध गराउने घोषणा [विज्ञप्तिसहित],0,1,0,0,0,0,0,0
के अब काङ्ग्रेसले कोरोना खोप सबै जनतालाई सहजरूपमा उपलब्ध गराउला त,0,1,1,0,0,0,0,0
एक्सनमा उत्रियो देउवा सरकार : डेढ करोड खोप किन्ने देखि महाकाली घटनामा बोल्ड निर्णय,0,1,1,0,0,0,0,0
उपत्यका भित्रका ९९९ जनामा कोरोना संक्रमण पुष्टि,1,0,0,0,0,0,0,0
बिर्तामोड नगरपालिकामा एक साताका लागि लकडाउन थप,0,0,0,0,1,0,0,0
कोरोना संक्रमणबाट मकवानपुरमा थप एक जनाको मृत्यु,1,0,0,0,0,0,0,0
चीनबाट खरीद गरिएको ४४ लाख मात्रा भेरोसेल खोप आज नेपाल आउँदै,0,1,1,0,0,0,0,0
प्रदेश–२ सरकारले मास्क नलगाउनेलाई सरकारी सेवा नदिने,0,0,1,0,0,0,0,0
पहिले सरकारमा नहुँदा त कांग्रेसका त खुब केपी पक्षबाट भ्रष्टाचार भो ७०करोड केके भन्नुहुन्थ्यो अहिले widebody प्रकरण कता गयो? कता गयो बालुवाटार जग्गा प्रकरण ! खै mcc को विषयमा छलफल ?खै पहिलो डोज खोप लगाउने लाई २ डोज covishield !अब त पहिले झै राजतन्त्र जिन्दाबाद भन्ने दिन आए छ की ??,0,1,1,0,0,1,0,0
"थप २,६७६ जनामा कोरोना संक्रमण, ३३ जनाको मृत्‍यु",1,0,0,0,0,0,0,0
चीनबाट ल्याएकाे ४४ लाख डोज खोप ४ असाेजदेखि लगाइने - khabar break,0,1,1,0,0,0,0,0
महामारी छ बाजा नबजाई यो सुटुक्क आयो। सबै सबै सचेत हुनुहोला उपचार निकै जटिल र महंगो रहेछ।कोभिड डेल्टा भेरियन्ट फोर्थ फेज।शिघ्र स्वास्थ्यलाभको शुभकामना भान्जा बाबु।,0,0,0,0,0,1,0,1
"तिमि मुहारमा मास्क लगाउनु, मलाई त तिम्रो आँखा मा डुब्न मन पर्छ।",0,0,0,1,0,0,0,0
आफुलाई प्रजातान्त्रिक शक्तिकाे पहरेदार भन्ने नेपाली कांग्रेसले आफ्नाे केन्द्रिय समिति बैठकमा कालाे मास्क प्रतिवन्ध लगाइदेछ 😂😂 खासमा सबका सब नंगे छन् कसकाे कता बाट कुन बेला देखिन्छ भन्ने मात्रै फरक हाे 😀😀😋😋,0,0,1,1,0,0,0,0
सुदूरपश्चिमको सामाजिक विकास मन्त्रालयमा आसेपासेलाई कोरोना खोप,0,1,1,0,0,0,0,0
बढ्यो कोरोना संक्रमण : काठमाडौं उपत्यकामा पुनः निषेधाज्ञा थप्ने तयारी #news #koronavirus,0,0,0,0,1,0,0,0
मुस्ताङमा निषेधाज्ञा खुकुलो हुँदा बढ्यो कोरोनाको जोखिम,0,0,0,0,1,0,0,0
चैतसम्म ३ करोड २३ लाख खोप ल्याउने मन्त्रालयको दावी,0,1,1,0,0,0,0,0
बाह्रखरी सम्पादकीय– खोप लगाएको अभिलेख वैज्ञानिक र व्यवस्थितरूपमा राखेमात्र पनि धेरै प्रकारका अनियमितता रोक्न सकिन्छ,0,1,0,0,0,0,0,0
ओली सरकारले कोरोना नियन्त्रण गर्न सकेन कोरोना बढायो भन्ने काग्रेसीहरु अहिले कुन दुलोमा पसे। अहिले कोरोना बढनुमा को जिम्मेवार?? के प्रतिपक्षमा हुँदा रोइलो गर्ने अनि परमादेशबाट सत्तामा पुग्दा डराएको कुकुर जस्तै पुच्छर च्यापेर बस्ने। का गए ती गनगने थापाहरु??,0,0,1,0,0,1,0,0
"कोरोना अपडेटः २६ सय ७६ संक्रमित थपिए, ३३ जनाको मृत्यु",1,0,0,0,0,0,0,0
"कागबेनी आसपास हुँदै बग्ने खोलानालाले दुःख दिइरहेका छन् । अनेक विकल्प गरी गाउँमा खोप पुर्‍याएका छौँ,”गुरुङले भने",0,1,1,0,0,0,0,0
गृहमन्त्री–अमेरिकी राजदूत बेरी भेट बेरीद्वारा कोभिडविरुद्धको थप खोप उपलब्ध गराउने आश्वासन,0,1,1,0,0,0,0,0
"प्रभु, ८ बजे देखी #कोरोना सर्ने होला खै के खै के! तर यो ८ बजेको लकडाउनले उब्जेको anxiety ले चाही प्रेसर बढेको कसरी ठीक गर्ने होला? जो कोही पनि हतार बाहेक झण्डावाला 😡 #कोरोनानीति #नेपाल",0,0,0,0,1,1,1,0
अब तिमी इस्ट्रोंग हुन पर्छ। संक्रमित भन्दा आइसियु र भेन्टिलेटरमा पुगेकाको संख्या गन्न पर्छ।,0,0,0,0,0,0,0,0
भेरोसेल खोपको मौज्दात सकिएपछि काठमाडौं जिल्लामा खोप अभियान स्थगन गरिएको छ ।,0,1,0,0,0,0,0,0
एक त निवर्तमान सरकारले थुपारीदिएको खोप राम्रो तरिकाले बाड्न सक्या छैनन् उता नया खोप खरिद गर्न सक्या छैन भुटानसग भिख थाप्दैछन अझ यस्तै निकम्माहरूले भन्छन नेपालमै ल्याब बनाइ खोप उत्पादन गर्छन रे एउटा गफाडी गएको थियो सत्ताबाट अर्को महा गफाडी आएछन ।,0,1,1,0,0,1,0,0
केही दिनअघि मात्रै सुरु भएको कोरोनाविरुद्धको जोन्सन एन्ड जोन्सनको खोप अभियानबाट नेपालभर १ लाख ५० हजारभन्दा धेरै लाभान्वित भएका छन्। #dekhapadhi,0,1,0,0,0,0,0,0
सारा बिश्वले कोरोना को अगाडि टेकेको छ। कोरोनाले यि नेपालका कक्षा १२का विद्यार्थी हुन् जो neb को निर्देशन अनुसार परिक्षा दिन आएका छन् यिनिहरुलाई संक्रमित बनाउन हुदैन त पक्कै भन्दैन होला तेस्रो लहरको यो बद्दो त्रास बीच जबर्जस्ति परिक्षा दिन लगाउनु अन्नयाय हो! #canclenebexams,0,0,0,0,0,1,1,1
चीनले नेपाललाई कोरोनाभाइरसविरुद्धको थप १६ लाख खोप अनुदानमा दिने भएको छ।,0,1,0,0,0,0,0,0
"कोभिड संक्रमणले राजस्व संकलनमा धक्का, मंगलबारसम्म",0,0,0,0,0,0,0,0
"सबैकुरा फेरि नियमित भएको छ। तर हामीले खोजेको पुरानै चिजको निरन्तरता मात्र होईन। हामीले खोजेको हो अग्रगमन। हामीले खोजेको हो गतिशील सरकार, प्रभावकारी ब्यवस्थापिका, गहिरो लोकतन्त्र, सम्पुर्ण न्याय र सुशासन। देउवा दाजैले संसदको बिश्वास त पाए तर जनताको बिश्वास?",0,0,0,0,0,1,0,0
कोरोना खोप मेरो पहिलो प्राथमिकता : स्वास्थ्य राज्यमन्त्री,0,1,1,0,0,0,0,0
देउवाकाे स्टाईल राजनीतिकाे नयाँ भेरियन्ट हाेईन । उनले निरन्तरता मात्रै दिएका छन ।,0,0,0,0,0,0,0,0
कोभिड लाग्यो भनेर होला नि।😂,0,0,0,0,0,0,0,0
कोरोना को तेस्रो लहर आउने पुर्ब तयार हुदा आउने कोरोलाई लाई आग्रिम सुभकामना🙄😁,0,0,0,1,0,0,0,1
सङिनी सुइ भनेका रहेछन कि। सबैभन्दा हासो लाग्ने चाहिँ हिजो ताली बरर बजाउने देखि हो। केन्द्रले त बाउको बिहे देखिराछ खोप किन्न नसकेर प्रदेशले ठुलो कुरा गर्दिने ।त्योपनी क्षमता औकात भन्दा बाहिर 🤣🤣,0,0,0,1,0,1,0,0
कोभिड खोप लगाउन पनि अदालतकै भर : सर्वोच्चले चौथोपटक जारी गर्‍यो अन्तरिम आदेश,0,1,0,0,0,0,0,0
"थप ३ हजार ११४ जना कोरोना संक्रमित,१६ जनाको मृत्यु",1,0,0,0,0,0,0,0
खोप लगाउन पनि सोर्सफोर्स !,0,1,1,0,0,0,0,0
अब​ खोप लगाएका व्यक्ति साउदी जान पाउने,0,1,0,0,0,0,0,0
अर्घाखाँची अस्पतालमा जनशक्ति नहुँदा थन्किए भेन्टिलेटर,0,0,1,0,0,0,1,0
टेकु अस्पतालमा कोरोनाविरुद्धको खोप लगाएको प्रमाणपत्र लिनेहरुको लागो भिड,0,1,0,0,0,0,0,0
"तीन महिनाको लकडाउन पछि थोरै भए नि अवस्था सामान्य बन्दै छ फेरी सडकमा आन्दोलन गरेर, बानरसेना नाच देखाएर म जस्तै अरु सामान्य मजदुरहरुको जिबन कस्टकर नबनाओ, बरू पालै पलो देश लुट्ने सहमती गर तर सडकमा रोइलो नगर ।",0,0,0,1,1,1,0,0
लगाईयो खोप पनी,0,1,0,0,0,0,0,0
"‘पाँच जनाको नमुना परीक्षण गराउँदा चार जनामा इन्फ्लुएन्जा देखिएपछि अब थप स्वाब नमुना संकलन गर्ने सोच बनाएका छौं,’ डा. सिंहले भने, ‘वीरगञ्जमा कोरोना परीक्षण गर्ने र इन्फ्लुएन्जा लगायत थप अन्य परीक्षण गर्नका लागि नमुना बाहिर पठाउँछौं ।’",0,0,0,0,0,0,0,0
जिल्ला अस्पताल बैतडीमा कोभिड वार्ड सञ्चालन,0,1,0,0,0,0,0,0
सरकारको मास्क अभियान : तेस्रो लहरअघि नै सचेत हुन प्रधानमन्त्रीको आग्रह,0,0,1,0,0,0,0,1
चीनबाट १० लाख मात्रा भेरोसेल खोप आज नेपाल आइपुग्दै,0,1,0,0,0,0,0,0
"राजनीतिक मनोदशा अंत होइन। घरतिर भन्दा पनि देसतिरको चिंता बोक्ने खुस मिजाजी जनताको घर कोरोना छ, बाढी छ, भूकम्पन छ। ग्यास अन्नदर्शन छैन। ।",0,0,0,0,0,1,1,0
"प्रतिगामी, अग्रगामि, स्मार्ट लकडाउन को अपार सफल्ता पछि कुन प्रकारको लकडाउन हुने हो 🤣",0,0,0,1,1,0,0,0
आज सरकारले चीनसँग खरीद गरेको ४४ लाख मात्रा कोभिड १९ विरुद्धको भेरोसेल खोप काठमाडौं आउँदै,0,1,1,0,0,0,0,0
खोप अभियान धमाधम चलाउनु पर्ने समयमा मास्क अभियान चलाउदै छन् ।अहिले ओली सरकारले नै सुनिश्चित गरेर ल्याएको ५० लाख भन्दा बढी खोप त्यत्तिकै भण्डारमै थन्किएको छ तर १ महिना भैसक्दा पनि न त यो सरकार संग खोप अभियान धमाधम सुरुगर्ने कुनै व्यवस्थित प्लान छ न त अरु बाकी खोप कताबाट ल्याउने,0,1,1,0,0,1,0,0
नेपालमा कोरोनाको तेस्रो लहरको जोखिम टरेको हो ?,0,0,0,0,0,0,0,1
"आधा दर्जन दलको गठबन्धनले आउट भएका इजरायलको सबैभन्दा ठूलो पार्टी ""लिकुड"" प्रमुख नेतान्याहु अहिले नि आफू आधिकारिक नेता हो भन्ने देखाउन दुइटा मिसनमा छन् ! एक, सत्ता विरुद्धको प्रचार तिब्र पार्ने ! दुई, आफै सत्ता प्रमुख जस्तो गरेर विभिन्न खोप कम्पनीका ceo लाई कल गरेर खोप माग्ने!",0,1,1,0,0,1,0,0
कोभिड नेपाल: थप ४२ जनाको मृत्यु; ५०० भन्दा बढी सक्रिय सङ्क्रमित भएका जिल्ला सङ्ख्या २० मा घट्यो,1,0,0,0,0,0,0,0
"थप २ हजार २३७ जनामा कोरोना संक्रमण, १८ जनाको मृत्यु",1,0,0,0,0,0,0,0
दुर्लभ हिम चितुवामा देखियो कोरोना संक्रमण,0,0,0,0,0,0,0,0
"दक्षिण कोरियामा कोरोनाको चौथो वेभ सुरु, संक्रमित बढ्दै :",0,0,0,0,0,0,0,1
नेपाल मा फेरी आर्को महामारी आऊद ई छ नेपाल सरकार लेे केही गरने बाला छाईन आप्नो सुरछ्या आफाई गर्नु होला सबै नेपाली हरुलाई मेरो आबहान जय नेपाल ,0,0,0,0,0,1,0,0
फाइजरकाे ६० लाख खोप खरिद गर्ने सम्झौता अघि बढेन #health #frontpagenews #nepal #nepalimedia,0,1,1,0,0,0,0,0
मकवानपुरमा कोरोना संक्रमणबाट हालसम्म १३९ जनाको मृत्यु,1,0,0,0,0,0,0,0
कोरोनाको तेस्रो लहरको खतरा बढी रहेको छ। नागरिकलाई खोप लगाउनुछ। प्रमलाई स्वास्थ्य मन्त्री नबनाई किन राज्यमन्त्री मात्र बनाको भन्न सक्नुभएन ? यहिको ५ दलिय गठबन्धनको हैसियत ?,0,1,1,0,0,1,0,1
कोभिड विरुद्धको खोप लगाको भनेर सुनाइयो मात्रै 😋🤭😂,0,1,0,0,0,0,0,0
"बढ्दै कोरोना सङ्क्रमणदर, मझुवागढीमा निषेधाज्ञा थप",0,0,0,0,1,0,0,0
कानून निर्माणसंगै कानूनी व्यवस्थालाई थप चुस्तदुरुस्त र प्रभावकारी बनाउनेछुः मन्त्री थापा #hamrakura,0,0,0,0,0,0,0,0
आज ‘गाईजात्रा” नपर्या भे शीर्षक चै ‘काठमाडौंमा मास्क नलगाएर गाईजात्रा’ हुन्थ्यो होला है.... 🤣🤣🤣,0,0,0,1,0,0,0,0
"कोरोना संक्रमित बिरामीलाई संक्रमण हुँदाको समयमा अक्सिजन धेरै चाहिने, ढिला अस्पताल पुग्ने, समयमै अक्सिजन तथा भेन्टिलेटर नपाउँदा उनीहरुको फोक्सोमा धेरै असर गरिसकेको हुन्छ। जसले गर्दा निको हुन धेरै समय लाग्ने भएकाले पोस्ट कोभिड समस्या देखिएको हो।",0,0,0,0,0,0,1,0
फर्जी महामारी,0,0,0,0,0,0,0,0
येस्ता तड्के भड्के औतारिहरुको लागि त सधै लकडाउन हुनुपर्छ😋🙄🤤..,0,0,0,1,1,0,0,0
लकडाउन हुने रेन्त,0,0,0,0,1,1,0,0
११ हजार ६४० जनाकाे परीक्षण हुँदा २४४४ लाई कोरोना पुष्टि,1,0,0,0,0,0,0,0
३० लाख भनेर हत्त पत्त समाचर कभर हेर्दा कोरोना को डोज होला भनियो भित्र खोलेर हेर्दा कुन चाही बलत्कारी को अभियुक्त फन्डित को मान्छे को शालिक पो रहेछ 😟😟 धत् ! रास्टिय टिके सरकार,0,0,0,1,0,0,1,0
"थप २४४४ जनामा कोरोना पुष्टि, ३८५४ निको भए",1,0,0,0,0,0,0,0
कोरोना बढेका कारण काठमाडौँमा पुन : निषेधाज्ञा थपिने !,0,0,0,0,1,0,0,0
कोभिड भ्याक्सिन लगाएर पहिला जनतालाई सुरक्षित बनाउने हो चाए बरु खरबौ रिण लागोस अहिलेको पूरा बजेट पहिला जनताको लागि सुम्पिनु पर्ने थियो खै आफुहरुले भेरोसेल रसियन खोप लागाए जनतालाई आलु देखाए हरे भौमान सल्लाहाकार हरु छैनन कि क्या हो यो सरकारमा।।,0,1,0,0,0,1,0,0
काठमाडाैं उपत्यकामा आज ६१५ काेराेना संक्रमित थपिए,1,0,0,0,0,0,0,0
आइसोलेसन केन्द्रमा दुई महिनायता संक्रमित घटिरहँदासमेत बिरामी टनाटन हुँदाझैँ स्रोत परिचालन भइरहेको थियो। आइसोलेसनमा आउने संक्रमित बिरामी शून्य भएपछि बन्द गर्ने निर्णयमा काठमाडौं र ललितपुर महानगरपालिका पुगेका हुन्।,1,0,1,0,0,0,0,0
नेपाल सरकारले गाजा बन्देज गरि आफ्नै कर्मचारीलाई दिन्छ कि के होइन भने मर्ने बेला हरियो काक्रो झै किन भ्याक्सिन मात्र दिन लाको? कोरोना पोजेटिभलाई भ्याक्सिनले छेक्छ कि के ?कि एकदिनमै भ्याक्सिनले कोरोना हटाउछ ?? #canceltuexams,0,1,1,1,0,0,1,0
स्मार्ट लकडाउन भनेको यस्तो रहेछ !,0,0,0,0,1,1,0,0
कोरोना लाग्छ चिसो बियर ले खाए रम खाने नी,0,0,0,1,0,0,0,0
कोरोना निर्मूल भएको हो??🤔,0,0,0,0,0,1,0,0
"विश्वमा झन् बढ्यो कोरोना : कतै तेस्रो, कतै चौथो लहरको त्रास",0,0,0,0,0,0,0,1
डेल्टा तालिबानी वाइरल,0,0,0,0,0,0,0,0
"स्थलगत रिपोर्ट : साँझको फ्लाइट छ, दिउँसोसम्म खोप पाएको छैन",0,1,0,0,0,0,0,0
सबैले खोप पाए 😁,0,1,0,0,0,0,0,0
"कांग्रेसले सरकार सम्हाल्नेवित्तिकै धमाधम खोप आउन थाल्यो, केन्द्र थपेर कुपनमार्फत खोप लगाइने - republicadainik",0,1,1,0,0,0,0,0
अरु कुरा छोडौं दाजु एमाले संसदहरुले रेबिज बिरुद्ध को खोप लगाउनु पर्यो। जथाभावी टोक्दै हिड्न थाले 😆😆😆😆😆,0,1,0,1,0,0,0,0
"कोभिड नियन्त्रणोन्मुख: ११ संक्रमित, ४८ निको",1,0,0,0,0,0,0,0
थप एक करोड पाँच लाख खोप आउने–बालबालिकालाई पनि खोप लगाइने–तेस्रो लहर असोज १५ गतेदेखि,0,1,0,0,0,0,0,1
कोरोना महामारीमा सामाजिक संस्कार मान्नै पर्छ र ?,0,0,0,0,0,0,1,0
टोकियो ओलम्पिक - पदक जित्ने खेलाडीलाई ३० सेकेण्ड मास्क खोल्न अनुमति,0,0,0,0,0,0,1,0
"कोडिभ लहरको पिकमा रामधुनी ५ का धेरै जना संक्रमित भए । नगरपालिकाका विभिन्न संस्थाको नाममा ६ एम्बुलेन्स थिए । भएका एम्बुलेन्स सबै ठेक्कामा लागेका थिए । एम्बुलेन्स माग्न छिमेकी स्थानीय तह इटहरी र जिल्लामा गुहार गर्नुपर्ने भयो।""",0,0,0,0,0,0,1,1
बरेङको नीति तथा कार्यक्रम : कोभिड नियन्त्रण र उत्पादनमा जोड::nepali news portal from nepal,0,0,1,0,0,0,0,0
"जति नै खोप ल्याए नि खोइ जानपहिचान मा रहेका प्राय ले लाउन पाएका होइन्न, का जादो रछ सब खोप चाहिँ 😲",0,1,0,0,0,0,0,0
"कहिले मीठो त कहिले तीतो केही भावना लेख्ने गर्छु। म पनि त यही नै दुनियाँ मा बस्छु दुनियाँको हालत् लेखी दिन्छु। #म_अनि_मेरो_भावना म कोरोना भय बाट ग्रसित नागरिक, म विवश,लाचार नागरिक ... #मैँले_खोप्_कहिले_पाउने_सरकार",0,1,0,0,0,1,0,0
नागरिक मार्न खोप प्रमोट गर्न जरुरी छ!,0,1,0,0,0,0,0,0
काे राष्ट्रवाद महेन्द्रिय राष्ट्रवादकाे डेल्टा भेरियन्ट हाे रे। अब म जस्ताे राजा महेन्द्रलाई सच्चा देशभक्त मान्नेका लागि रवीन्द्र मिश्र आजका राजनेता र देशभक्तका रुपमा डेल्टा भेरियन्टनै हुन्।,0,0,0,0,0,0,0,0
नेपालमा थप १ हजार ९२० जनामा कोरोना पुष्टि,1,0,0,0,0,0,0,0
ब्राजिलमा एकै दिन एक लाखभन्दा बढीमा कोरोना संक्रमण,1,0,0,0,0,0,0,0
डेल्टा भेरियेंट त भनेको होइन? 🤔🤔,0,0,0,0,0,1,0,0
जर्मनको जुरिच विमानस्थल देखि काठमाडौ सम्म यो विमान आजकल दिनहु जस्तो आईरहेको छ । यो विमानले कोभिड १९ प्रतिकार्य सहायता सामग्री लिएर आएको होला कि अन्य केही ? या नेपाललाई ईयूले कालोसूचीबाट हटाएको हो र ! यूरोप नियमित उडान भए राम्रै हुनेथियो नेपाली विद्यार्थीहरुका लागि।,0,0,1,0,0,1,1,0
"उन्नती भएछ। पहिला खाजा घर भित्र अरु कुराको खबर आउथ्यो, अहिले कम से कम खोप आएछ। सकारात्मक कुरा हो। 😂😂😂",0,1,0,1,0,0,0,0
निजी क्षेत्रलाई कोरोना खोपको प्राथमिकतामा राख्नुपर्ने उद्योगी व्यवसायीको माग,0,1,0,0,0,1,0,0
निषेधाज्ञामा हिँडडुल गर्नेलाई सडकमै रोकेर एन्टिजेन विधिबाट कोरोना जाँच,0,0,0,0,1,0,1,0
तेस्रो भेरियन्टको कोरोना नियन्त्रणमा जुट्याे बागमती सरकार :,0,0,0,0,0,0,0,1
"फेरि बढ्न थाल्यो कोरोना संक्रमण, बेड छैन भुईमै राखेर उपचार",1,0,0,0,0,0,0,0
"जनै, डोरोको साथसाथै मास्क लगाउन नबिर्सौ है। जनै पूर्णे अर्को बर्ष नि आउँछ बाँचियो भने !!",0,0,0,1,0,1,0,0
"कर्मचारीमा कोरोना सङ्क्रमण बढेपछी, सोलुखुम्बुमा सरकारी कार्यालय धमाधम बन्द",0,0,0,0,1,0,1,0
"गत २४ घण्टामा कोभिड-१९ बाट ४१ जनाको मृत्यु भएको छ भने १२२०४ जनाको पीसीआर परीक्षण गर्दा ३७०३ जना संक्रमित पहिचान भएका छन्। हालसम्म मृत्यु हुनेको संख्या ८८१३ पुगेको छ। संक्रमितको कूल संख्या ६२६३४३ जना छन् जसमध्ये ५६४८८२ जना निको भइसके। पछिल्लो अपडेट असार ८, २०७८ (१६:४६)",1,0,0,0,0,0,0,0
"चिनियाँ खोपको प्रभावकारिताको विषयमा प्रश्न चिह्न उठेको छ । अहिले चिनियाँ खोपलाई प्राथमिकता दिएका एसियाली मुलुकले अर्को खोप प्रयोग गर्ने घोषणा गरेका छन्, जसले खोपको विश्वसनीयता मात्र होइन, चीनको खोप कूटनीतिको विषयमा पनि प्रश्न चिह्न उठेको छ ।",0,1,0,0,0,1,0,0
ब्राजिलमा झन् बढ्यो कोरोना प्रकोप,0,0,0,0,0,0,0,1
याहा को भिड देख्दा यस्तो लाग्यो कि नेपाल मा कोरोना हटिसकेछ,0,0,0,0,0,0,1,0
चीनद्वारा चार कम्पनीलाई कोभिड–१९ को खोप बिक्री अनुमति,0,1,1,0,0,0,0,0
"पाँचथरमा घटेन् काेराेना संक्रमणदर, अाईतबार १६३ जनामा परिक्षण हुँदा ५९ जनामा काेराेना संक्रमण पुष्टि",1,0,0,0,0,0,0,0
खै स्वस्थ मन्त्री नियुक्त भएको ? सबैलाई समयमा नै खोप दिने भए खोपको जिम्मा दिनु पर्छ । ऋण लिनु पर्दैन । सक्नेले पैसा तिर्दा नि हुन्छ ।,0,1,0,0,0,0,0,0
"गाई, भैसी वा गधा, सुगुर पशुको मुत सबै एकैनास हो! पशुको मुत जस्तो बिकार मानबले पिएर मानब बिकार नष्ट हुने होईन, झनै कोरोना जस्तै नौलो रोगको महामारी फैलिन सक्छ! यस्ता कुबुद्दी बाट ध्यान मोडेर सृजना, सृष्टी, कर्म गरौ त्यहि धर्म हो! मनभरी लोभ, क्रोध, जलन र श्राप बोकेर धर्म हुदैन!",0,0,0,0,0,1,0,1
