text,covid_stats,vaccination,covid_politics,humour,lockdown,civic_views,life_during_pandemic,covid_waves_and_variants
साम्राज्यवादी अमेरिकाले दिएको खोप नलगाउने भनेर कीर्तिपुर लगायतका कम्युनिष्ट बहुल क्षेत्रमा j&amp;j खोप लगाउने कम छन्। उनीहरुले कम्युनिष्ट चिनबाट आएको खोप नै लगाउने प्रतीक्षामा छन् रे भन्ने कतै सुनेको थिएँ है! थप कुरा त पत्रकारहरुले ल्याउन सक्छन्।,0,0,0,0,0,1,0,0
"अहिले ठुला कार्यक्रम बनाउने भन्दा, छिटो छरितो खोप वितरण लगायतका काम गर्नु पर्ने बेला थियो। एक महिनामा पनि सरकार विस्तार भएन। #नमज्जा",0,1,1,0,0,1,0,0
bbc nepali:कोभिड नेपालः कोरोना भाइरसको पछिल्लो उत्परिवर्तन कति चिन्ताको विषय,0,0,0,0,0,0,0,0
परिक्षा रद्द छ - शिक्षामन्त्री छैनन्! कोरोना को तेस्रो फेज छ - स्वास्थ्यमन्त्री छैनन्! अफगानिस्तानमा नेपाली फसेका छन् - विदेशमन्त्री छैनन्! #यस्तो छ देश 🤨🤨,0,0,1,0,0,1,1,0
फाइजरको कोभिड खोप किन्न नेपालले गर्‍यो ‘गोप्य सम्झौता’ – bbc news नेपाली,0,1,1,0,0,0,0,0
प्रदेश न. २: कोभिड विशेष अस्पताल सञ्चालनमा व्यापक भ्रष्टाचार भएको भन्दै ...,0,0,0,0,0,0,1,0
"हो स्वास्थ्य मन्त्रालयले खोप ल्याउन कोसिस गर्ने नीतिगत निर्णय गरने हो..मापदण्ड पालना गरेरमात्र खोप दिनु भनेकोछ .र नागरिक सहित सबैको जिम्मेबारीहुन्छ .सुस्म बस्थापनको काम खोपकेन्द्र भएकोअस्पताल, जिल्लास्वास्थ्यकार्यालय र महानगर्पलिकाले ३ तहको सरकार भएको संघियतामा सबको फरक भूमिका छ",0,0,0,0,0,1,0,0
"कोभिड फैलदैं गएकाले स्वास्थ्य मन्त्रालयले १२को परीक्षा स्थगन गर्न शिक्षा मन्त्रालय र कोभिड–१९ संकट व्यवस्थापन केन्द्रलाई सिफारिश गरेछ।स्नातक,लोक सेवाको परिक्षा,आन्दोलन,सवारी साधनमा मान्छेको चाप,होटलमा मान्छेको भिड,नेताहरूको बैठकले कोरना सर्दैन कि क्या हो ।त्यता पनि ध्यान दियौ है",0,0,1,0,0,1,1,0
कोरोना भाइरस कोभिड–१९ को चौथो वेभ आइरहेको भनिएको दक्षिण कोरियामा कोभिड १९ का सङ्क्रमितहरु दिन प्रतिदिन बढ्दै गएको पाइएको छ ।,0,0,0,0,0,0,0,1
पाँच दलीय गठबन्धनलाई थप प्रभावकारी बनाउँदै सरकार सञ्चालनमा सहयोग गर्ने गठबन्धनका नेताहरूबीच सहमति भएको जनाइएको छ ।,0,0,0,0,0,0,0,0
"पछिल्लो २४ घण्टामा ३,४२१ जनामा कोरोना संक्रमण पुष्टि",1,0,0,0,0,0,0,0
"लकडाउन खुलेपछी कोरोनाको खतरा (risk) झन बढेको छ्, मास्क (mask) नबिर्सी फेर्नुस् है अब पनि !!",0,0,0,0,1,0,1,0
एनसेलसँग६५अरब राजस्व उठाउदैन तर सबै पार्टीहरुले उसँग चन्दा लिन्छ।ठूला उधोगसँग १०अरब बिजुली बक्यौता उठाउदैन तर उसँग सबै पार्टीहरु चन्दा लिन्छन।ठूला करदातासँग१०अरब बक्यौता उठाउदैन तर सबै पार्टीहरु उसँग चन्दा लिन्छ र हामीलाई रीऋ लिएर भए पनि खोप लगाउने भनेर बरबराउछन नम्बरी भ्रष्टहरु।,0,1,1,0,0,1,0,0
लकडाउन छ की छैन साथी?,0,0,0,0,1,0,0,0
नेपालमा डेल्टा भेरियन्टसहित थप तीन भेरियन्टको चुनौती,0,0,0,0,0,0,0,1
बेलैमा गरेको राम्रो हजुर! लकडाउन भयो भने मज्जा आउन्न। 😜🤣😅🙏,0,0,0,1,1,0,0,0
झन् बढ्यो कोरोना सङ्क्रमण,1,0,0,0,0,0,0,0
"किशोरकिशोरीका लागि ६० लाख फाइजर खोप किन्न सम्झौता, २०७९ वैशाखसम्ममा आइपुग्ने",0,1,0,0,0,0,0,0
खोप बागमती र लुम्बिनी मा मात्र सुरु अनि अन्य प्रदेशमा कहिले हुन्छ ! लजिस्टिक हिसाबले गारो छ भने अन्य सस्था दातृ सस्था गैरसरकारी सस्थाहरु सङ समन्वय गरौ! गोदाममा थन्किएको देखिन्छ!,0,1,1,0,0,1,0,0
कोभिड–१९ विरूद्धको खोप माग गर्दै इन्सेकसहित अधिकारकर्मीद्वारा सरकारलाई ध्यानाकर्षण–पत्र – इन्सेक,0,1,0,0,0,0,0,0
लु खत्तम! भ्याक्सिन लाएर फोटो खिच्नै बिर्सिए मैले। अब काम गर्छ त त्यसले ???,0,1,0,1,0,0,0,0
कोरोना बिर्सिएर शिवालयहरुमा भक्तजनको भीड (फोटो फिचर),0,0,0,0,0,0,1,0
सांसद्को प्रश्न : ‘सबै नागरिकलाई खोप कहिले ?’,0,1,1,0,0,0,0,0
एउटा साँच्चैको कुरा है मलाई अल्ली दिन पहिला ज्वरो आउने टाउको दुख्ने अनि हल्का रुघा पनि लाग्या थियो अनि खाना खान गाको त्यो दिन तरकारीमा अल्ली नुन कम् रैछ अनि म त ला स्वाद पनि आएन मलाई कोरोना हो भनेर कोठा बाहिर ननिस्केको अनि कसैलाई कोठा ओरपर आउन पनि नदिएको,0,0,0,1,0,0,1,0
अब फेरि कोरोना को नयाँ भेरिएन्ट झेल्नुपर्छ!,0,0,0,0,0,1,0,1
काठमाडौं उपत्यकामा ९ सय ९९ जना नयाँ संक्रमित थपिए। बजार हेर्दा कोरोना नै छैन जस्तो देखिन्छ। कतिलाई दुख दिने हो।,1,0,0,0,0,1,0,0
"खोपले होइन, लाठीले कोभिड नियन्त्रण गर्छ हाम्रो नेपालमा।",0,1,0,1,0,1,0,0
मौका यै हो। ओलि लाइ त लात्ता ले हानेउ। सबै खुसि छन्। अब को पालो भनेको कोरोना सङ्ग लड्नु हो।,0,0,0,1,0,1,0,0
आज काठमाडौंमा बढे कोरोना संक्रमित,0,0,0,0,0,0,0,1
"कोरोना संक्रमण बढ्दै छ, तर खोप केन्द्रमै भीड व्यवस्थापन छैन – प्रधानमन्त्री शेरबहादुर देउवाले नै खोप केन्द्रहरुमा भीड व्यवस्थापन गर्न निर्देशन दिएपनि कार्यान्वयन भएको छैन । #corona_vaccine #corona #covid19",0,1,1,0,0,1,0,0
"नेपालमा थप २,४४४ जनामा कोरोना भाइरस सङ्क्रमण",1,0,0,0,0,0,0,0
एकजना संक्रमित हुँदा न्युजिल्यान्डमा लकडाउन,0,0,0,0,1,0,0,0
"महामारीको झन खतरनाक भेरियन्ट आउने डब्लुएचओको चेतावनी, कसरी बच्ने ? - नागरिक खोज",0,0,0,0,0,0,0,1
"थप २६२२ मा कोरोना संक्रमण पुष्टि, २३ जनाको मृत्यु",1,0,0,0,0,0,0,0
सिक्किममा कोरोना संक्रमणको मामिला फेरि बढ्दै,1,0,0,0,0,0,0,0
"संक्रमण दर बढ्यो, काठमाडौंमा निषेधाज्ञामा कडाइ गरिने",1,0,0,0,1,0,0,0
माघसम्म ५ करोड २३ लाख डोज खोप ल्याउने स्वास्थ्य राज्यमन्त्रीको घोषणा,0,1,1,0,0,0,0,0
प्रधानमन्त्री देउवाबाट सबै नेपालीलाई कोरोना खोप पूरा गरी छाडने प्रतिवद्धता व्यक्त,0,1,1,0,0,0,0,0
राष्ट्रपतिद्वारा कोभिड–१९ नियन्त्रणमा भइरहेको कामबारे जानकारी -,0,0,0,0,0,0,0,0
फेरि लकडाउन पक्का,0,0,0,0,1,0,0,0
उहाँले खोप कोभिड–१९ सङ्क्रमण दर रोक्न एउटा उत्तम विकल्प भएको बताउँदै कोरोना भाइरसको खोप लगाइने दर कम भएका क्षेत्रमा ‘डेल्टा भेरिअन्ट’ बढिरहेको बताउनुभयो,0,1,0,0,0,0,0,1
अपाङ्गता भएका कोभिड–१९ संक्रमित व्यक्ति र रेखदेख गर्ने व्यक्तिले ख्याल राख्नुपर्ने कुराहरु #covid19 #staysafe,0,0,0,0,0,0,0,0
"अल्फा, डेल्टा पछि नेपालमा कप्पा भेरिएन्ट पनि भेटियो",0,0,0,0,0,0,0,1
कोभिड कोषमा हेफरको रु २७ लाख सहयोग,0,0,0,0,0,0,0,0
"काठमाडौंमा थप ४६८ जनामा कोरोना संक्रमण पुष्टि, ७६१५ सक्रिय संक्रमित",1,0,0,0,0,0,0,0
"उपत्यकामा २४ घण्टामा ६१५ संक्रमित थपिए, सक्रिय संक्रमित कति छन् ? #kharibot",1,0,0,0,0,0,0,0
फेरि बढ्यो कोरोनाः एकै दिन ३ हजार ४२१ जनामा संक्रमण पुष्टि,1,0,0,0,0,0,0,0
बाग्लुङमा कोरोना सङ्क्रमण बढेपछि पुनः कडाइ,0,0,1,0,1,0,0,0
कोरोना कहरः जग्गा बेचेर ऋण तिर्दै इँटा व्यवसायी,0,0,0,0,0,0,1,0
कप्पा भेरियन्ट पनि मुलुकमा छिरिसकेछ । यो भेरियन्टले मान्छेलाई क्वाप्प पार्ने सम्भावना धेरै छ . . . . . .,0,0,0,0,0,0,0,1
"शिक्षण अस्पताल महाराजगञ्जका कोभिड युनिटका इन्चार्ज शान्त कुमार दासको हेल्चेक्राइँबारे यसअघि पनि सुनेको थिएँ । तर यो आलेख पढिसकेपछि त्रिवि शिक्षण अस्पतालभित्र कोभिड विरामीमाथि कुन तहसम्मको अत्याचार भईरहेछ, अत्यास लाग्यो ।",0,0,1,0,0,1,0,0
बागलुङ जिल्लामा कोरोना सङ्क्रमण दर बढेपछि निषेधाज्ञामा कडाइ गरेसँगै सुनसान बनेको बागलुङ बजार । भदौको ५ गतेसम्म बागलुङमा कडा निषेधाज्ञा जारी छ । तस्वीर : खेमराज गौतम÷रासस,0,0,0,0,1,0,0,0
"छैन नि सर, कोरोनाको लाटोकोसेरो भेरियन्ट हेर्न बसिराछु । 🤣🤣🤣",0,0,0,1,0,0,0,1
कोरोनाको डेल्टा भेरिएन्टका कारण अस्पताल भर्ना हुने बिरामीको सङ्ख्या दुई गुणा बढीः अध्ययन,1,0,0,0,0,0,0,1
"अब पनि लकडाउन हुने भो भने, साउन भदौ केहि नभनि बिहे गर्दिने हो, . . . . . . . . यस्तो कतिजनाले सोच्या छौ लु त हाजिर लाउनुस 🤣",0,0,0,1,1,0,0,0
"थपिँदै कोभिड भेरियन्ट, नेपालमा ‘अल्फा’ को मात्र परीक्षण सम्भव |",0,0,0,0,0,0,0,1
साउन ६ गतेदेखि खोप लिन जहाज नियमित चीन जाने,0,1,1,0,0,0,1,0
"समृद्विकाे अाधार, स्थानिय सरकार"" स्थानिय सरकारलाई थप अधिकार सहित बलियाे र कुशल नेतृत्व, नागरिक सहभागिता र प्रभावकारी नीति सहित सुशासन कायम गराउनु पर्दछ । यस बल्गमा मेराे विचार प्रकाशित छ । यहाँहरुकाे प्रतिकृया र सुझावकाे अपेक्षा गर्दछु । #socialchange",0,0,0,0,0,0,0,0
राष्ट्रपतिद्वारा कोभिड–१९ नियन्त्रणमा भइरहेको कामबारे जानकारी,0,0,1,0,0,0,0,0
"खोप लगाउन लाइनमा बसेको बिहान ९ बजे देखि अहिले सम्म । अगाडि लगभग ५०० मानिस छन्, खोप सकियो । #व्यवस्थापन!",0,1,0,0,0,1,0,0
राम्रो ब्यबस्थापन गरेर धेरै ठाउमा खोप केन्द्र राखे हुने हो |,0,1,1,0,0,0,0,0
"थप २९७७ जनामा कोरोना संक्रमण, १८ जनाको मृत्यु",1,0,0,0,0,0,0,0
आजको मन्त्री परिषदको वैठकले बेसार पानी र बेलौतीको पातले कोरोना ठिक नहुने कुरा जनताहरुलाई जानकारी गराउने निर्णय गर्यो। प्रम,0,0,1,0,0,0,0,0
"जनसन खोप समग्रमा प्रभावकारी र शुरक्षित छ । हालै ले सावधानीको सन्देश मात्र राखेको हो, अत्यन्तै दुर्लभ 'गिलान-बारे' (नशा र प्रतिरक्षा प्रणालीसंग जोडिएको रोग) को । साथै, र को स्विकृती सहित यो अमेरिका लगायत देशमा प्रयोगमा छ । मज्जाले लगाऔं, पालो आउनासाथै !",0,1,1,0,0,0,0,0
फेरि फेला पर्‍यो कोरोनाभाइरसको नयाँ भेरियन्ट,0,0,0,0,0,0,0,1
तनहुँमा थपियो लकडाउन,0,0,0,0,1,0,0,0
खोप लगाउन इच्छुक को फारम भर्न अनलाइन लगाएर खोप लगाउँदा त्यही डाटा मा एउटा कलम राखेर गर्न किन नसकेको। कसले खोप पायो भनेर फेरि भोलि पर्सी खाता पल्टाउने हो? होइन प्रविधि मैत्री हुन नसकेको की पद्धति छोड्ने बुद्दी नफिरेको,0,1,0,0,0,1,0,0
थप तीन हजार ४२१ जनामा कोरोना सङ्क्रमणः एक हजार ६८६ जना सङ्क्रमणमुक्त,1,0,0,0,0,0,0,0
रुघाखोकीले ग्रस्त प्रचण्डको यस्तो आयो कोरोना रिपोर्ट !,0,0,0,0,0,0,1,0
यसरी सामाजिक दूरी कायम नगरि र मास्क नलगाइ श्रीमान् को लागि ब्रत बसेर पूजा गर्न मन्दिर जानाले श्रीमान् को आयु बढ्छ की घट्छ मा शंका छ।,0,0,0,1,0,0,1,0
मनसुन सक्रिय भयसंगै तराईका जिल्लामा बाढि र पहाडि जिल्ला हरुमा पहिरोको जोखिम बढेको छ सर्तक रहौ सबैजना। पुर्ब तयारिमा लागौ।,0,0,0,0,0,0,0,0
यस्तो अाईसोलेशनले त कोरोना पनि छिटो भाग्छ,0,0,0,1,0,1,0,0
चितवनमा कोरोना अपडेट : ११४ जना संक्रमणमुक्त हुँदा १८९ जना थपिए,1,0,0,0,0,0,0,0
पर्वतको एउटा गाउँमा १२ बालबालिकामा कोरोना संक्रमण पुष्टि भएको छ ।,1,0,0,0,0,0,0,0
कोविड १९ अपडेट: भारतमा हालसम्म ४३ करोड भन्दा बढी खोप प्रदान #world #covid,1,1,0,0,0,0,0,0
-सिड्नीमा दैनिक संक्रमण रेकर्ड उच्च हुँदै -क्यानबेरा एक वर्ष मा पहिलो केस पछि एक हप्ता लकडाउन लागू गर्दै -भाइरस फैलिंदै गएपछि एनएसडब्लुका क्षेत्रका सहरहरु लकडाउनमा read more at: #fstv #firescreentv #australia #sydney #canberra #covid19,1,0,0,0,1,0,0,1
स्वास्थ्य तथा जनसंख्या मन्त्रालयले कसैले पैसा लिएर कोरोना भाइरसविरूद्धको खोप लगाइदिने कुरा गरे तत्काल उजुरी गर्न आग्रह गरेको छ।,0,1,1,0,0,0,0,0
"हेल्लो, मेहेन्दी भन्दा पहिले खोप लगाउने व्यवस्था गरौं त हातमा ! 🙄🙄",0,1,0,1,0,0,0,0
जापानमा कडा लकडाउन गर्न सरकारसँग गर्भनरको माग,0,0,1,0,1,0,0,0
एक अध्ययन : डेल्टा भेरिअन्टले अरूभन्दा दोब्बर ‘सिकस्त’ बनाउन सक्छ,0,0,0,0,0,0,0,1
विश्वका लागि खतरनाक: डेल्टा नेपालको लागि खतरनाक: नेता #nepal,0,0,0,0,0,0,0,1
कोभिड-१९ को बेलामा गर्भवती र सुत्केरी महिलाहरूले आफ्नो र शिशुको स्वास्थ्य स्याहार र सुरक्षाका लागि के-कस्ता कुराहरूप्रति ध्यान दिनुपर्छ? परामर्श चाहिएमा परोपकार प्रसूति तथा स्त्रीरोग अस्पतालको २४सै घण्टा उपलब्ध हुने फोन नम्बर ९८६००१८०३५ मा सम्पर्क गर्नुहोला। #covid19,0,0,0,0,0,0,0,0
धादिङमा जोनसन खोप लगाएको तीन घण्टा नबित्दै एक वृद्धको मृत्यु,0,1,0,0,0,0,1,0
कोरोना कहर हटेसी आउछु 😊,0,0,0,0,0,0,0,0
कोरोना नियन्त्रण गर्ने कुनै प्रविधिको विकास भएको छैन: स्वास्थ्य मन्त्रालय,0,0,0,0,0,0,0,0
यसरी कोरोना २/४ बर्ष सम्मै रहिरहने र तपाईहरु परिक्षा नै नदिइकन पास हुदै जाने भने त चन्द्रमा पुग्नुहुन्छ किन लण्डन मात्रै !😂😂,0,0,0,1,0,0,1,0
कोभिड नेपाल: निजी सवारीसाधन जोरबिजोर प्रणालीमा चलाउन पाउने गरी काठमाण्डू उपत्यकामा एक साता निषेधाज्ञा थप,0,0,0,0,1,0,0,0
बढ्यो कोरोना सङ्क्रमण उपत्यकामा ६१५ सङ्क्रमित थपिए,1,0,0,0,0,0,0,0
"खाजाघरमै खोप लगाएको तस्वीरले तरंग लगाइदियो । यो तस्वीर यस्तो बेला सार्वजनिक भयो, जतिबेला भारतबाट अवैध रूपमा खोप भित्रिएको अपुष्ट सूचना आएपछि स्वास्थ्य मन्त्रालयले त्यस्तो खोप नलगाउन सार्वजनिक आह्वान गरेको साता दिन पनि बितेको थिएन ।",0,1,0,0,0,1,0,0
"प्रधानमन्त्री देउवा र मोदीबीच फोनवार्ता, खोप चाँडै उपलब्ध हुने विश्वास",0,1,0,0,0,0,0,0
"मन्त्रालयले बनाएको ६ बुँदे कार्ययोजनामा निषेधाज्ञाको प्रकृति हेरेर विद्यालय सञ्चालन गर्न सकिने उल्लेख छ । हार्ड लकडाउन (रेड जोन), मिक्स्ड लकडाउन (गाढा पहेँलो जोन), सफ्ट लकडाउन (पहेँलो जोन ) र मिनिमल लकडाउन (ग्रीन जोन) मा वर्गीकरण गरिएको छ ।",0,0,0,0,1,0,0,0
"कोभिड संग हेल चक्र्याई नगर्नु होला । आफूलाई डर नभएपनि अरूको स्वास्थको ख्याल राख्नु हामि सबैको जीम्मेवारी हो, बिशेष गरी स्वास्थ्य राज्यमन्त्रीज्यूले चासो राख्नु पर्ने हो ।",0,0,1,0,0,1,0,0
मकवानपुरमा थप ७० जनामा कोरोना संक्रमण पुष्टि,1,0,0,0,0,0,0,0
"कोरोना अपडेट : थप ३ हजार ११४ जनामा संक्रमण पुष्टि, १६ जनाको मृत्यु",1,0,0,0,0,0,0,0
"प्रदेश १ मा कोरोना संक्रमित दर बढ्दै, एकै दिन थपिए ८५७ संक्रमित",1,0,0,0,0,0,0,0
चीनबाट ल्याइयो थप ८ लाख डोज भेरोसेल खोप,0,1,1,0,0,0,0,0
हङकङ कोरोना न्युज अपडेट : हङकङमा कोरोना सङ्क्रमितको संख्या पुनः शून्यमा झर्यो .....,1,0,0,0,0,0,0,0
हजका क्रममा कोभिड संक्रमण नभएको साउदी सरकारको जानकारी #ehimalayatimes #saudiarabia #hita #himalayatimes,0,0,0,0,0,0,0,0
"जङ्ग बहादुरले बेलायतलाई पैसा सहयोग गरे, राजा महेन्द्रले दक्षिण कोरियालाई धान, चामल र गहुँ सहयोग गर्थे । आज नेपाललाई भुटानले खोप अनुदान दिएछ, यहि तरिकाले प्रगति गर्दै जाने हो भने इथोपियाबाट पनि चाडै सहयोग न आउला भन्न सकिन्न है ।",0,1,1,0,0,1,0,0
सुर्खेतमा थप २८ हजारलाई कोरोना विरुद्धको खोप लगाइँदै,1,1,0,0,0,0,0,0
कोभिड अस्पतालमा मेसिन सञ्चालनका लागि आवश्यक जनशक्तिको अभाव,0,0,1,0,0,0,0,0
"सीडीसीले भन्यो, ‘चिकन पक्स’जस्तै सजिलै सर्न सक्छ डेल्टा भेरियन्ट – satyapati",0,0,0,0,0,0,0,1
टेकअबे सुरु गर्यो त्यता कि पहिलेदेखि थियो? यता हाम्रो साउथमा चै मंगलवारबाट सुरु गर्छ होला (लेवल ३ लकडाउन ) । नर्थ अकल्यान्डतिर चै अझै ऑखा तरि मरको अवस्था छ ।,0,0,0,0,1,1,1,0
चैत्र अन्त्यसम्ममा ३ करोड बढी खोप आउँछ- स्वास्थ्य मन्त्रालय - pahilo click,0,1,0,0,0,0,0,0
नमरेसम्म बाँच्ने दौड भयंकर छ । मर्नु त छँदैछ ! कोरोना होस् की अरु कुनै कारण,0,0,0,1,0,0,0,0
"विवाह, ब्रतबन्ध, बसाइसराइ, जस्ता शुभ-कार्यमा साईत हेर्नु नेपाली परम्परा अनुकूल छ! तर खोप ल्याउँन, भ्रष्टाचारीको फाइल खोल्न, माफियाको करङ भाँच्न यस्तो परम्परा नदोहोरियोस्! अन द स्पट बोल्ड एक्सन चाहिएको छ अहिले!",0,1,1,0,0,1,0,0
खोप लगाएको तीन घण्टा नबित्दै एक जनाको मृत्यु,1,1,0,0,0,0,0,0
नेपालमा थप १८ जना कोरोना संक्रमितको मृत्यु,1,0,0,0,0,0,0,0
"इन्डोनेशियामा कोरोना संक्रमण बढ्यो,अक्सिजन अभाव हुँदै",1,0,0,0,0,0,0,0
"पछिल्लो २४ घन्टामा नया कोभिड सन्क्रमित २,६२२ र २३ जना को मृत्यु भयेको छ। निको हुने को संख्या २,२११। #कोभिड #कोरोना #नेपाल #staysafe #bisheshnews",1,0,0,0,0,0,0,0
सोलुमा पहिलो डोज ‘कोभिशिल्ड’ लगाएका नौ हजारले दोस्रो डोज पाएनन्,0,1,0,0,0,0,0,0
काठमाडौँ उपत्यकामा थप ४२४ जनामा कोरोना पुष्टि,1,0,0,0,0,0,0,0
काठमाडौँ उपत्यकामा थप ५५३ जनामा कोरोना सङ्क्रमण,1,0,0,0,0,0,0,0
लकडाउन पछिको पहिलोपटक हो😍,0,0,0,0,1,0,0,0
यो कामको प्रेसर छाडेर ८ /१० दिन कही हराउन पाए नि हुन्थ्यो नि !! कोरोना नपुगेको ठामतिर 😁,0,0,0,1,0,0,0,0
देउवाका लागि तत्कालको ठूलो चुनौती भनेको शक्तिराष्ट्र वरिपरि घुम्ने खोप कूटनीतिको सफल प्रयोग र समयमै कोभिडविरुद्धको खोपको पर्याप्त जोहो गर्नु हो ।,0,1,1,0,0,0,0,0
दोस्रो डोज लाउने ले क्यार्नु पर्ने हो नि ?,0,1,0,0,0,0,0,0
टेस्ट बढेसी कोभिड अटोमेटिक बढ्छ घटाम्न मन भए टेस्ट घटाईदिए हुन्छ।,0,0,0,0,0,1,0,0
